abandon,freedom from artificial constraint
lane,"a narrow way among trees , rocks , and other natural obstructions"
language,human speech
lantern,"an open structure of light material set upon a roof , to give light and air to the interior"
lap,a skirt
lapse,a fault
lark,a jolly time
lash,"a stroke with a whip , or anything pliant and tough"
last,a heavy burden
lasting,continuance
later,a brick or tile
latitude,looseness
laughter,"a movement ( usually involuntary ) of the muscles of the face , particularly of the lips , with a peculiar expression of the eyes , indicating merriment , satisfaction , or derision , and usually attended by a sonorous and interrupted expulsion of air from the lungs"
laugh,the sound heard in laughing
launch,the sliding on ways from the stocks on which it is built
lava,the melted rock ejected by a volcano from its top or fissured sides
law,a controlling regulation
lawn,a very fine linen ( or sometimes cotton ) fabric with a rather open texture
lawyer,the bowfin
lay,a wager
layer,"a shoot or twig of a plant , not detached from the stock , laid under ground for growth or propagation"
laying,the eggs laid for one incubation
leader,a chief
leadership,"the office , position or function of a leader"
leading,guidance
lead,"the card suit , or piece , so played"
leaf,one of the parts of a plant which collectively constitute its foliage
league,"a measure of length or distance , varying in different countries from about 2"
leaning,inclination
lean,that part of flesh which consists principally of muscle without the fat
leap,"the act of leaping , or the space passed by leaping"
learning,literature
lease,the contract for such letting
leather,dressed hides collectively
leave,a leaving
lecture,a discourse on any subject
ledge,"a shelf , ridge , or reef , of rocks"
left,those members of a legislative assembly ( as in france ) who are in the opposition
legacy,a business with which one is intrusted by another
leg,any long and slender support on which any object rests
legend,"any wonderful story coming down from the past , but not verifiable by historical record"
legislation,the laws enacted
legislature,the body of persons in a state or kingdom invested with power to make and repeal laws
leisure,freedom from occupation or business
lemon,the tree which bears lemons
length,"the quality or state of being long , in space or time"
lesson,a doctrine
let,impediment
letter,one who lets anything for hire
level,a horizontal line or plane
lever,"an arm on a rock shaft , to give motion to the shaft or to obtain motion from it"
liability,the state of being liable
liar,one who lies
liberal,a reformer
liberty,leave
library,a building or apartment appropriated for holding such a collection of books
license,a formal permission from the proper authorities to perform certain acts or to carry on a certain business which without such permission would be illegal
lid,the cover of the spore cases of mosses
lied,a german song
lie,"the lay , as of land or country"
lieu,place
lieutenant,an officer who supplies the place of a superior in his absence
life,"the vital force , whether regarded as physical or spiritual"
lift,"assistance , as by lifting"
lighter,"a large boat or barge , mainly used in unloading or loading vessels which can not reach the wharves at the place of shipment or delivery"
lighting,a name sometimes applied to the process of annealing metals
lightness,"illumination , or degree of illumination"
lightning,"a discharge of atmospheric electricity , accompanied by a vivid flash of light , commonly from one cloud to another , sometimes from a cloud to the earth"
light,"that agent , force , or action in nature by the operation of which upon the organs of sight , objects are rendered visible or luminous"
likeness,a portrait
liking,preference
lily,that end of a compass needle which should point to the north
limb,"a border or edge , in certain special uses"
limestone,a rock consisting chiefly of calcium carbonate or carbonate of lime
lime,the linden tree
limitation,the act of limiting
limit,that which terminates a period of time
limp,a scraper for removing poor ore or refuse from the sieve
line,a cord of any thickness
linen,thread or cloth made of flax or ( rarely ) of hemp
lining,"that which covers the inner surface of anything , as of a garment or a box"
link,a single ring or division of a chain
links,a tract of ground laid out for the game of golf
lion,"a large carnivorous feline mammal , found in southern asia and in most parts of africa , distinct varieties occurring in the different countries"
lip,one of the two fleshy folds which surround the orifice of the mouth in man and many other animals
liquid,"a letter which has a smooth , flowing sound , or which flows smoothly after a mute"
liquor,"any liquid substance , as water , milk , blood , sap , juice , or the like"
list,"a line inclosing or forming the extremity of a piece of ground , or field of combat"
listener,one who listens
listing,list
literature,"the collective body of literary productions , embracing the entire results of knowledge and fancy preserved in writing"
litter,things lying scattered about in a manner indicating slovenliness
livelihood,maintenance
liver,a resident
living,manner of life
load,that which will constitute a cargo
loaf,a large regularly shaped or molded mass as of bread sugar or cake
loan,the act of lending
locality,position
location,a tract of land designated in place
lock,"a flock or small quantity of wool , hay , or other like substance"
lodge,a den or cave
lodging,cover
log,"a hebrew measure of liquids , containing 2"
logic,the science of the formation and application of general notions
loneliness,love of retirement
longing,an earnest wish
longitude,"rare now , except in a humorous sense"
long,the greatest extent
look,a glance
looking,the act of one who looks
lookout,a careful looking or watching for any object or event
loose,a letting go
lord,a ruler
lordship,domain
lore,instruction
loss,waste
lot,"the part , or fate , which falls to one , as it were , by chance , or without his planning"
love,affection
lover,"one who has a strong liking for anything , as books , science , or music"
lower,sullenness
low,the calling sound ordinarily made by cows and other bovine animals
loyalty,the state or quality of being loyal
luck,a course or series of such events regarded as occurring by chance
luggage,a traveler ' s trunks baggage etc
lumber,old or refuse household stuff
lump,a projection beneath the breech end of a gun barrel
lunch,a luncheon
luncheon,"a lunch , especially one organized by a group as a formal social gathering"
lust,licentious craving
luxury,"a free indulgence in costly food , dress , furniture , or anything expensive which gratifies the appetites or tastes"
lyric,a lyrical composition
machine,a person who acts mechanically or at the will of another
machinery,"the working parts of a machine , engine , or instrument"
madam,a gentlewoman
mad,an earthworm
madness,frenzy
magazine,"a receptacle in which anything is stored , especially military stores , as ammunition , arms , provisions , etc"
magic,"a comprehensive name for all of the pretended arts which claim to produce effects by the assistance of supernatural beings , or departed spirits , or by a mastery of secret forces in nature attained by a study of occult science , including enchantment , conjuration , witchcraft , sorcery , necromancy , incantation , etc"
magician,one who practices the black art
magistrate,a person clothed with power as a public civil officer
magnetic,"any metal , as iron , nickel , cobalt , etc"
magnificence,the state or quality of being magnificent
magnitude,extent of dimensions
maid,a girl
maiden,"an instrument resembling the guillotine , formerly used in scotland for beheading criminals"
mail,"the bag or bags with the letters , papers , or other matter contained therein , conveyed under public authority from one post office to another"
main,a hand or match at dice
mainland,the principal land
maintenance,the act of maintaining
major,an officer next in rank above a captain and next below a lieutenant colonel
majority,the military rank of a major
maker,the person who makes a promissory note
make,"structure , texture , constitution of parts"
making,workmanship
malice,a malignant design of evil
malignant,a man of extreme enmity or evil intentions
management,"the manner of treating , directing , carrying on , or using , for a purpose"
manager,an intriguer
mane,"the long and heavy hair growing on the upper side of , or about , the neck of some quadrupedal animals , as the horse , the lion , etc"
manhood,resolution
manifest,"a list or invoice of a ship ' s cargo , containing a description by marks , numbers , etc"
manifestation,revelation
manifold,the third stomach of a ruminant animal
mankind,"man , taken collectively"
manner,becoming behavior
mansion,a house
mantle,a loose garment to be worn over other garments
manual,"a small book , such as may be carried in the hand , or conveniently handled"
manufacture,"anything made from raw materials by the hand , by machinery , or by art , as cloths , iron utensils , shoes , machinery , saddlery , etc"
manure,a fertilizing substance
manuscript,"writing , as opposed to print"
map,"a representation of the surface of the earth , or of some portion of it , showing the relative position of the parts represented"
marble,in the plural a child ' s game played with marbles
march,a movement of soldiers from one stopping place to another
mare,the incubus
margin,the difference between the cost and the selling price of an article
marine,naval economy
mark,a visible sign or impression made or left upon anything
market,a place where provisions are sold
marking,"the act of one who , or that which , marks"
marquis,"a nobleman in england , france , and germany , of a rank next below that of duke"
marriage,"the act of marrying , or the state of being married"
marshal,"one who regulates rank and order at a feast or any other assembly , directs the order of procession , and the like"
marsh,a morass
martyrdom,affliction
martyr,one who is put to death for his religion
marvel,a miracle
mask,a delusive show
mason,one whose occupation is to build with stone or brick
massacre,"the killing of a considerable number of human beings under circumstances of atrocity or cruelty , or contrary to the usages of civilized people"
mass,"a quantity of matter cohering together so as to make one body , or an aggregation of particles or things which collectively make one body or quantity , usually of considerable size"
masterpiece,anything done or made with extraordinary skill
master,the person to whom an apprentice is articled
mastery,victory
mast,"the fruit of the oak and beech , or other forest trees"
mat,"a thick flat fabric of sedge , rushes , flags , husks , straw , hemp , or similar material , placed on the floor and used for wiping and cleaning shoes at the door , for covering the floor of a hall or room to protect its surface , and for other purposes"
match,a matrimonial union
mate,an equal
material,the substance or matter of which anything is made or may be made
mathematics,the science of spatial and quantitative relations
matron,a head nurse in a hospital
matter,that of which anything is composed
maturity,the state or quality of being mature
maxim,an axiom of practical wisdom
maximum,the greatest quantity or value attainable in a given case
mayor,the chief administrative officer of a municipal corporation
meadow,a tract of low or level land producing grass which is mown for hay
meal,a kind of flour made from beans pease etc
meaning,purpose
mean,mediocrity
meantime,the intervening time
measure,a fixed unit of quantity or extent
meat,"anything eaten for nourishment , either by man or beast"
mechanism,the arrangement or relation of the parts of a machine
medal,"a piece of metal in the form of a coin , struck with a device , and intended to preserve the remembrance of a notable event or an illustrious person , or to serve as a reward"
medicine,magical power itself
meditation,serious contemplation
medium,that by which the extremes are brought into connection
meeting,an assembling
meet,the persons who so assemble and the place of meeting
melancholy,melancholia
melody,"a rhythmical succession of single tones , ranging for the most part within a given key , and so related together as to form a musical whole , having the unity of what is technically called a musical thought , at once pleasing to the ear and characteristic in expression"
melting,liquefaction
member,a part of a verse
memorial,"a species of informal state paper , much used in negotiation"
memory,the actual and distinct retention and recognition of past ideas in the mind
menace,a threat or threatening
mental,a plate or scale covering the mentum or chin of a fish or reptile
mention,"a speaking or notice of anything , -- usually in a brief or cursory manner"
merchandise,wares
merchant,a trader
mercury,"a metallic element mostly obtained by reduction from cinnabar , one of its ores"
mercy,disposition to exercise compassion or favor
mere,a boundary
meridian,"the highest point , as of success , prosperity , or the like"
merit,the quality or state of deserving well
merry,a kind of wild red cherry
message,specifically an official communication not made in person but delivered by a messenger
messenger,"specifically , an office servant who bears messages"
mess,the milk given by a cow at one milking
metal,temper
method,classification
midday,noon
middle,the waist
midnight,twelve o ' clock at night
midst,the middle
mien,manner
military,the whole body of soldiers
militia,"in the widest sense , the whole military force of a nation , including both those engaged in military service as a business , and those competent and available for such service"
milk,an emulsion made by bruising seeds
mill,"a machine used for expelling the juice , sap , etc"
millennium,a period of one thousand years
miller,one who keeps or attends a flour mill or gristmill
millionaire,a very rich person
million,"the number of ten hundred thousand , or a thousand thousand , -- written 1 , 000 , 000"
mind,will
mineral,"an inorganic species or substance occurring in nature , having a definite chemical composition and usually a distinct crystalline form"
miniature,greatly diminished size or form
minimum,a thing of small consequence
mining,the act or business of making mines or of working them
minister,an officer or assistant of inferior rank
ministry,"ecclesiastical , executive , or ambassadorial function or profession"
minority,"the state of being a minor , or under age"
minor,to take money from another by gaming is an act of injustice
minute,the sixtieth part of a degree
miracle,"an event or effect contrary to the established constitution and course of things , or a deviation from the known laws of nature"
mirror,any glass or polished substance that forms images by the reflection of rays of light
mirth,jollity
mischief,damage
misery,woe
misfortune,calamity
mission,"a being sent or delegated by authority , with certain powers for transacting business"
missionary,one sent to propagate religion
mistake,a misunderstanding
mistress,a beloved object
mist,"visible watery vapor suspended in the atmosphere , at or near the surface of the earth"
misunderstanding,mistake of the meaning
mixture,a compound
moan,a low groan
mob,"the populace , or the lowest part of it"
mock,a jibe
mode,degree
model,"sometimes , a facsimile of the same size"
moderate,"one of a party in the church of scotland in the 18th century , and part of the 19th , professing moderation in matters of church government , in discipline , and in doctrine"
moderation,calmness of mind
modesty,due regard for propriety in speech or action
modification,the alteration of the meaning of a word or phrase by another word or phrase
moisture,liquid in small quantity
moment,consideration
monarch,the highest ruler
monarchy,a kingdom
money,coin
monk,"a piece of tinder made of agaric , used in firing the powder hose or train of a mine"
monopoly,"the exclusive power , right , or privilege of dealing in some article , or of trading in some market"
monotony,"absence of variety , as in speaking or singing"
monster,a marvel
monthly,a publication which appears regularly once a month
month,one of the twelve portions into which the year is divided
monument,"something which stands , or remains , to keep in remembrance what is past"
mood,temper of mind
moonlight,the light of the moon
moon,the celestial orb which revolves round the earth
moor,"an extensive waste covered with patches of heath , and having a poor , light soil , but sometimes marshy , and abounding in peat"
moral,behavior
morality,the quality of an action which renders it good
morning,"the first or early part of the day , variously understood as the earliest hours of light , the time near sunrise"
morrow,the day subsequent to any day specified or understood
morsel,a small quantity
mortality,humanity
mortal,man
mortar,"a building material made by mixing lime , cement , or plaster of paris , with sand , water , and sometimes other materials"
mortgage,state of being pledged
moss,a bog
mother,a woman who has borne a child
motion,direction of movement
motive,reason
motor,"a machine by means of which a source of power , as steam , moving water , electricity , etc"
motto,"a short , suggestive expression of a guiding principle"
mound,an artificial hill or elevation of earth
mount,a high hill
mountain,something of great bulk
mounting,same as carriage
mourning,sorrow
mouse,a knob made on a rope with spun yarn or parceling to prevent a running eye from slipping
mouth,the buccal cavity
move,a movement
movement,manner or style of moving
moving,the act of changing one ' s dwelling place or place of business
mud,earth and water mixed so as to be soft and adhesive
mule,a hybrid animal
multitude,an assembly
murderer,one guilty of murder
murder,intentional and unlawful homicide
murmur,"a low , confused , and indistinct sound , like that of running water"
muscle,muscular strength or development
muse,"a gap or hole in a hedge , hence , wall , or the like , through which a wild animal is accustomed to pass"
museum,"a repository or a collection of natural , scientific , or literary curiosities , or of works of art"
musical,a drama in which music and song are prominent features
musician,a skilled singer or performer on a musical instrument
music,melody
mustache,hair left growing above the mouth
muster,the whole number of effective men in an army
mute,"one who , from deafness , either congenital or from early life , is unable to use articulate language"
mutiny,insubordination
mutton,the flesh of a sheep
muzzle,"a fastening or covering ( as a band or cage ) for the mouth of an animal , to prevent eating or vicious biting"
mystery,the consecrated elements in the eucharist
mystic,"one who holds mystical views , interpretations , etc"
myth,"an ancient legend of a god , a hero , the origin of a race , etc"
mythology,the science which treats of myths
nail,"the terminal horny plate on the beak of ducks , and other allied birds"
name,distinction
narrative,a story
narrow,a contracted part of a stream lake or sea
nationality,patriotism
nation,a race
native,a denizen by birth
natural,an idiot
nature,"the universe of matter , energy , time and space"
navigation,the act of passing on water in ships or other vessels
navy,the officers and men attached to the war vessels of a nation
nay,refusal
necessary,a requisite
necessity,a requisite
neck,"a long narrow tract of land projecting from the main body , or a narrow tract connecting two larger tracts"
necklace,a rope or chain fitted around the masthead to hold hanging blocks for jibs and stays
needle,"a small instrument of steel , sharply pointed at one end , with an eye to receive a thread , -- used in sewing"
need,urgent want
negative,a word used in denial or refusal
neglect,omission of proper attention
negligence,habitual neglect
negro,a black man
neighborhood,proximity
neighbor,one whose abode is not far off
nerve,physical force or steadiness
ness,a cape
nest,"the place in which the eggs of other animals , as insects , turtles , etc"
net,anything wrought or woven in meshes
network,a system of computers linked together by communications channels allowing the exchange of data between the linked computers
neutral,a person or a nation that takes no part in a contest between others
neutrality,the state or quality of being neutral
newspaper,"a sheet of paper printed and distributed , at stated intervals , for conveying intelligence of passing events , advocating opinions , etc"
nick,"a notch cut crosswise in the shank of a type , to assist a compositor in placing it properly in the stick , and in distribution"
night,darkness
nightfall,the close of the day
nineteen,the sum of ten and nine
nineteenth,the next in order after the eighteenth
nine,the number greater than eight by a unit
ninety,the number greater by a unit than eighty - nine
ninth,the quotient of one divided by nine
nobility,the quality or state of being noble
noble,a nobleman
nobleman,a peer
nod,"a quick or slight downward or forward motion of the head , in assent , in familiar salutation , in drowsiness , or in giving a signal , or a command"
noise,general talk or discussion
nominal,a name
nomination,designation of a person as a candidate for office
nonsense,trifles
nook,a secluded retreat
noon,the highest point
normal,any perpendicular
north,"that one of the four cardinal points of the compass , at any place , which lies in the direction of the true meridian , and to the left hand of a person facing the east"
northwest,"the point in the horizon between the north and west , and equally distant from each"
nose,the power of smelling
notable,"a person , or thing , of distinction"
note,an annotation on a text or author
notice,note
noun,"a word used as the designation or appellation of a creature or thing , existing in fact or in thought"
nourishment,nutrition
nous,god regarded as the world reason
novel,that which is new or unusual
novelty,the quality or state of being novel
nuisance,that which annoys or gives trouble and vexation
number,"a unit , or an aggregate of units"
nun,"a woman devoted to a religious life , who lives in a convent , under the three vows of poverty , chastity , and obedience"
nurse,"a lieutenant or first officer , who is the real commander when the captain is unfit for his place"
nursery,"a place where young of any species , plant or animal , are nourished preparatory to transfer elsewhere"
nut,"the fruit of certain trees and shrubs ( as of the almond , walnut , hickory , beech , filbert , etc"
oath,"an appeal ( in verification of a statement made ) to a superior sanction , in such a form as exposes the party making the appeal to an indictment for perjury if the statement be false"
obedience,subjection to rightful restraint or control
objection,an adverse reason or argument
objective,an object glass
object,that which is sought for
obligation,"the binding power of a promise , contract , oath , or vow , or of law"
oblivion,forgetfulness
obscurity,the quality or state of being obscure
observance,the act or practice of observing or noticing with attention
observation,reflection
observer,"one who keeps any law , custom , regulation , rite , etc"
obstacle,anything that hinders progress
obstinacy,unyielding disposition
occasion,a convenient or timely chance
occupation,profession
occurrence,one which happens without being designed or expected
ocean,an immense expanse
odor,perfume
offense,anger
offensive,the act of the attacking party
offering,"that which is presented as an expiation or atonement for sin , or as a free gift"
offer,that which is offered or brought forward
office,"customary duty , or a duty that arises from the relations of man to man"
officer,one who holds an office
official,one who holds an office
oil,"any one of a great variety of unctuous combustible substances , more viscous than and not miscible with water"
olive,"a tree with small oblong or elliptical leaves , axillary clusters of flowers , and oval , one - seeded drupes"
omen,"an occurrence supposed to portend , or show the character of , some future event"
omission,that which is omitted or is left undone
onion,its bulbous root much used as an article of food
open,"clear land , without trees or obstructions"
opening,commencement
opera,a lyric drama
operation,"the exertion of power , physical , mechanical , or moral"
opinion,a notion or conviction founded on probable evidence
opponent,a foe
opportunity,chance
opposition,resistance
oppression,depression
oracle,the place where it was given
orange,reddish yellow
orator,one distinguished for his skill and power as a public speaker
oratory,the art of public speaking in an eloquent or effective manner
orchard,the fruit trees collectively
orchestra,the forward spectator section of the main floor in distinction from the parterre which is the rear section of the main floor
ordeal,a painful experience
orderly,a street sweeper
order,"of periods of time or occurrences , and the like"
ordinance,a rule established by authority
ordinary,an ecclesiastical judge
ore,"a native metal or its compound with the rock in which it occurs , after it has been picked over to throw out what is worthless"
organ,a component part performing an essential office in the working of any complex machine
organism,an organized being
organization,the act of arranging in a systematic way for use or action
original,archetype
originality,ability to express oneself in an original manner
originator,one who originates
origin,the spring
ornament,that which adds grace or beauty
orphan,a child bereaved of both father and mother
ounce,the twelfth part of a troy pound
outbreak,a sudden occurrence or manifestation
outburst,a bursting forth
outcome,"that which comes out of , or follows from , something else"
outer,the part of a target which is beyond the circles surrounding the bull ' s - eye
outfit,things required as equipment for a task
outlet,an exit
outline,a sketch composed of such lines
outlook,the act of looking out
outrage,wanton mischief
oval,"a body or figure in the shape of an egg , or popularly , of an ellipse"
oven,any structure whether fixed or portable which may be heated for baking drying etc
overcoat,a greatcoat
overthrow,"the act of throwing a ball too high , as over a player ' s head"
owl,a variety of the domestic pigeon
owner,"one who has the legal or rightful title , whether he is the possessor or not"
ownership,the state of being an owner
oxygen,"a colorless , tasteless , odorless , gaseous element of atomic number 8 , occurring in the free state in the atmosphere , of which it forms about 23 per cent by weight and about 21 per cent by volume , being slightly heavier than nitrogen"
pace,manner of stepping or moving
pack,a burden
package,a charge made for packing goods
packet,a little bundle or parcel
packing,the act or process of one who packs
padre,a chaplain in one of the military services
pagan,a heathen
page,a writing
pail,a bucket
pain,a smart
pains,toilsome effort
paint,a pigment or coloring substance
painter,"an artist who represents objects or scenes in color on a flat surface , as canvas , plaster , or the like"
painting,vivid representation in words
pair,a couple
palace,the official residence of a bishop or other distinguished personage
pale,an inclosure
pallor,paleness
palm,a lineal measure equal either to the breadth of the hand or to its length from the wrist to the ends of the fingers
pamphlet,a writing
pan,"a shallow , open dish or vessel , usually of metal , employed for many domestic uses , as for setting milk for cream , for frying or baking food , etc"
pang,a throe
panic,"a sudden , overpowering fright"
papa,a parish priest in the greek church
paper,"a document , essay , or the like"
parade,"an assembly and orderly arrangement or display of troops , in full equipments , for inspection or evolutions before some superior officer"
paradise,a place of bliss
paragraph,"any section or subdivision of a writing or chapter which relates to a particular point , whether consisting of one or many sentences"
parallel,conformity continued through many particulars or in all essential points
parapet,"a wall , rampart , or elevation of earth , for covering soldiers from an enemy ' s fire"
parcel,a bundle
parchment,"the skin of a lamb , sheep , goat , young calf , or other animal , prepared for writing on"
pardon,"forgiveness , as of an offender , or of an offense"
parent,"one who begets , or brings forth , offspring"
parish,"an ecclesiastical society , usually not bounded by territorial limits , but composed of those persons who choose to unite under the charge of a particular priest , clergyman , or minister"
park,"a piece of ground inclosed , and stored with beasts of the chase , which a man may have by prescription , or the king ' s grant"
parliament,"the assembly of the three estates of the united kingdom of great britain and ireland , viz"
parlor,"a room in a private house where people can sit and talk and relax , not usually the same as the dining room"
parson,the rector or incumbent of a parochial church who has full possession of all the rights thereof with the cure of souls
participation,"the act or state of participating , or sharing in common with others"
particle,a little bit
particular,"an individual fact , point , circumstance , detail , or item , which may be considered separately"
parting,the state of being parted
partition,separation
partner,a husband or a wife
partnership,a division or sharing among partners
party,one of the parts into which a people is divided on questions of public policy
passage,"journey , as by water , carriage , car , or the like"
pass,"an opening , road , or track , available for passing"
passenger,"a traveler by some established conveyance , as a coach , steamboat , railroad train , etc"
passing,"the act of one who , or that which , passes"
passion,subjection to an external agent or influence
passport,a license granted in time of war for the removal of persons and effects from a hostile country
paste,"a soft composition , as of flour moistened with water or milk , or of earth moistened to the consistence of dough , as in making potter ' s ware"
pastor,a guardian
pastoral,a bucolic
pasture,pasturage
pat,a tap
patch,"a piece of cloth , or other suitable material , sewed or otherwise fixed upon a garment to repair or strengthen it , especially upon an old garment to cover a hole"
patent,the right or privilege conferred by such a document
path,"a way , course , or track , in which anything moves or has moved"
pathos,the enduring of active stress or affliction
pathway,a beaten track
patience,the state or quality of being patient
patient,a person under medical or surgical treatment
patriotism,love of country
patronage,"guardianship , as of a saint"
patron,a man of distinction under whose protection another person placed himself
pattern,a part showing the figure or quality of the whole
patty,a little pie
pause,temporary inaction or waiting
pavement,a decorative interior floor of tiles or colored bricks
pavilion,"a flag , colors , ensign , or banner"
pay,compensation
payment,"the act of paying , or giving compensation"
peace,calm
peak,a point
pearl,something very precious
peasant,a countryman
peculiar,a particular parish or church which is exempt from the jurisdiction of the ordinary
peculiarity,that which is peculiar
peep,the cry of a young chicken
peer,"a member of one of the five degrees of the british nobility , namely , duke , marquis , earl , viscount , baron"
peg,a pretext
penalty,"the suffering in person or property which is annexed by law or judicial decision to the commission of a crime , offense , or trespass"
penance,any act performed by a person to atone for an offense to another
pen,a penitentiary [ 6 ]
pencil,in general the act or occupation of the artist descriptive writer etc
peninsula,"a portion of land nearly surrounded by water , and connected with a larger body by a neck , or isthmus"
penitent,one undergoing penance
penny,a groat
pension,"a boarding house or boarding school in france , belgium , switzerland , etc"
people,"the body of persons who compose a community , tribe , nation , or race"
percentage,"the allowance , duty , rate of interest , discount , or commission , on a hundred"
perception,the faculty of perceiving
perch,a long staff
perfection,"a quality , endowment , or acquirement completely excellent"
performance,a feat
perfume,"the scent , odor , or odoriferous particles emitted from a sweet - smelling substance"
period,an epoch
periodical,a magazine or other publication which appears at stated or regular intervals
permission,formal consent
permit,permission
perpendicular,a vertical line or direction
perplexity,embarrassment
persecution,the infliction of loss pain or death for adherence to a particular creed or mode of worship
perseverance,persistence in anything undertaken
personage,a conspicuous or peculiar character
person,a human being spoken of indefinitely
personal,a chattel
personality,"something said or written which refers to the person , conduct , etc"
perspective,a vista
perspiration,sweat
persuasion,the act of persuading
perusal,"the act of reading , especially of reading through or with care"
pestilence,"that which is pestilent , noxious , or pernicious to the moral character of great numbers"
pet,a fondling
peter,a common baptismal name for a man
petition,a prayer
phantom,an ideal image
phase,any appearance or aspect of an object of mental apprehension or view
phenomenon,anything visible
philosopher,one who reduces the principles of philosophy to practice in the conduct of life
philosophy,"in actual usage , the knowledge of phenomena as explained by , and resolved into , causes and reasons , powers and laws"
photograph,a picture or likeness obtained by photography
phrase,a peculiar or idiomatic turn of speech
physician,"a person skilled in physic , or the art of healing"
piano,"a well - known musical instrument somewhat resembling the harpsichord , and consisting of a series of wires of graduated length , thickness , and tension , struck by hammers moved by keys"
pick,right of selection
picnic,"now , an excursion or pleasure party in which the members partake of a collation or repast ( usually in the open air , and from food carried by themselves )"
picture,"a representation of anything ( as a person , a landscape , a building ) upon canvas , paper , or other surface , produced by means of painting , drawing , engraving , photography , etc"
piece,a literary or artistic composition
pier,a projecting wharf or landing place
pie,the service book
piety,filial reverence and devotion
pig,"an oblong mass of cast iron , lead , or other metal"
pile,the fiber of wool cotton and the like
pilgrimage,the journey of a pilgrim
pilgrim,"one who travels far , or in strange lands , to visit some holy place or shrine as a devotee"
pillar,a supporter or mainstay
pillow,a sack or case filled with feathers down hair or other soft material
pilot,a director of another through a difficult or unknown course
pin,a small pointed and headed piece of brass or other wire ( commonly tinned ) largely used for fastening clothes attaching papers etc
pinch,a nip
pine,a pineapple
pink,anything supremely excellent
pint,"a measure of capacity , equal to half a quart , or four gills , -- used in liquid and dry measures"
pioneer,"a soldier detailed or employed to form roads , dig trenches , and make bridges , as an army advances"
pipe,"a small bowl with a hollow stem , -- used in smoking tobacco , and , sometimes , other substances"
pirate,a robber on the high seas
pistol,"the smallest firearm used , intended to be fired from one hand , -- now of many patterns , and bearing a great variety of names"
pit,a vat sunk in the ground
pitch,"a thick , black , lustrous , and sticky substance obtained by boiling down tar"
pitcher,"a wide - mouthed , deep vessel for holding liquids , with a spout or protruding lip and a handle"
pity,fellow - feeling
place,ground
plague,any pestilence
plain,level land
plan,a method
plane,a surface plate
planet,a celestial body which revolves about the sun in an orbit of a moderate degree of eccentricity
plank,"a broad piece of sawed timber , differing from a board only in being thicker"
plantation,land brought under cultivation
planting,the laying of the first courses of stone in a foundation
plant,the whole machinery and apparatus employed in carrying on a trade or mechanical business
plaster,"a composition of lime , water , and sand , with or without hair as a bond , for coating walls , ceilings , and partitions of houses"
plateau,a table - land
plate,metallic armor composed of broad pieces
platform,"a declaration of the principles upon which a person , a sect , or a party proposes to stand"
player,a dramatic actor
play,frolic
plea,a lawsuit
pleading,"the act of advocating , defending , or supporting , a cause by arguments"
pleasure,purpose
pledge,something put in pawn
plenty,sufficiency
plight,security
plot,"a plan or draught of a field , farm , estate , etc"
pluck,a pull
plunder,booty
plunge,the act of thrusting into or submerging
plural,that form of a word which expresses or denotes more than one
pocket,"a socket for receiving the foot of a post , stake , etc"
poem,"a composition , not in verse , of which the language is highly imaginative or impassioned"
poetry,poems collectively
point,a tract of land extending into the water beyond the common shore line
poison,"any agent which , when introduced into the animal organism , is capable of producing a morbid , noxious , or deadly effect upon it"
pole,a measuring stick
policeman,a constable
police,"the administration of the laws and regulations of a city , incorporated town , or borough"
policy,the method by which any institution is administered
polish,elegance of manners
politeness,complaisance
politician,a schemer
politics,the advancement of candidates to office
pomp,power
pond,"a body of water , naturally or artificially confined , and usually of less extent than a lake"
pony,twenty - five pounds sterling
pool,a reservoir for water
poor,a small european codfish
pope,"the bishop of rome , the head of the roman catholic church"
populace,"the multitude , -- comprehending all persons not distinguished by rank , office , education , or profession"
popularity,inferiority
population,"the whole number of people , or inhabitants , in a country , or portion of a country"
porch,"a covered and inclosed entrance to a building , whether taken from the interior , and forming a sort of vestibule within the main wall , or projecting without and with a separate roof"
pork,"the flesh of swine , fresh or salted , used for food"
port,a dark red or purple astringent wine made in portugal
porter,a long large bar to the end of which a heavy forging is attached and by means of which the forging is lifted and handled in hammering and heating
portion,"a part considered by itself , though not actually cut off or separated from the whole"
portrait,any graphic or vivid delineation or description of a person
pose,an artificial position
position,the ground which any one takes in an argument or controversy
positive,that which settles by absolute appointment
possession,"the act or state of possessing , or holding as one ' s own"
possessor,a proprietor
possibility,"a contingent interest , as in real or personal estate"
post,a military station
posterity,descendants
posture,disposition
pot,"a metallic or earthen vessel , appropriated to any of a great variety of uses , as for boiling meat or vegetables , for holding liquids , for plants , etc"
potato,"a plant of the nightshade family , and its esculent farinaceous tuber , of which there are numerous varieties used for food"
potent,"they are always alternately argent and azure , unless otherwise specially mentioned"
pound,"a british denomination of money of account , equivalent to twenty shillings sterling , and equal in value to about $ 4"
pour,"a stream , or something like a stream"
poverty,need
powder,gunpowder
power,capacity for action or performance
practice,actual performance
prairie,a meadow or tract of grass
praise,approval expressed
prayer,a supplication addressed to god
preaching,a sermon
precaution,a measure taken beforehand to ward off evil or secure good or success
precedent,an authority to be followed in courts of justice
precipice,a headlong steep
precipitate,same as precipitation { 5
precision,definiteness
predecessor,"one who has preceded another in any state , position , office , etc"
