limitation,that which limits
limit,that which terminates a period of time
limp,a scraper for removing poor ore or refuse from the sieve
line,"a more or less threadlike mark of pen , pencil , or graver"
line,any long mark
line,a rope
line,the longer and finer fiber of flax
lining,the contents of anything
link,a tie
lion,"a large carnivorous feline mammal , found in southern asia and in most parts of africa , distinct varieties occurring in the different countries"
lion,"an object of interest and curiosity , especially a person who is so regarded"
lion,a sign and a constellation
liquid,any substance in the state of liquidity
liquor,a solution of a medicinal substance in water
list,a border
list,a fillet
listener,one who listens
livelihood,the means for support of life
liver,a resident
liver,a very large glandular and vascular organ in the visceral cavity of all vertebrates
liver,"one who , or that which , lives"
load,the quantity which can be carried or drawn in some specified way
loaf,"any thick lump , mass , or cake"
locality,a geographical place or situation as of a mineral or plant
location,a tract of land designated in place
lock,a closing of one thing upon another
lock,a state of being fixed or immovable
lodge,a rude cabin
logic,correct reasoning
logic,the science of the formation and application of general notions
loneliness,the condition of being lonely
long,"a note formerly used in music , one half the length of a large , twice that of a breve"
longing,an aspiration
longitude,length
looking,a glance
loose,discharge
lord,"a bishop , as a member of the house of lords"
lord,a hump - backed person
lord,a master
lordship,domain
lord,"the son of a duke or marquis , or the eldest son of an earl"
lore,"often , the whole body of knowledge possessed by a people or class of people , or pertaining to a particular subject"
lore,that which is taught
lore,the anterior portion of the cheeks of insects
loss,"the privation , defect , misfortune , harm , etc"
love,devoted attachment to or tender or passionate affection for one of the opposite sex
love,pre ë minent kindness or devotion to another
lover,one who loves
lower,cloudiness
low,the calling sound ordinarily made by cows and other bovine animals
luck,"an event , good or ill , affecting one ' s interests or happiness , and which is deemed casual"
luck,fate
lump,a mass or aggregation of things
lump,a projection beneath the breech end of a gun barrel
lunch,a luncheon
luncheon,"a lunch , especially one organized by a group as a formal social gathering"
luxury,"anything which pleases the senses , is not necessary for life , and is also costly , or difficult to obtain"
luxury,contrasted to necessity
lyric,a lyrical composition
lyric,the words of a song
machine,"in general , any combination of bodies so connected that their relative motions are constrained , and by means of which force and motion may be transmitted and modified , as a screw and its nut , or a lever arranged to turn about a fulcrum or a pulley about its pivot , etc"
madam,the woman who is in charge of a brothel
mad,an earthworm
madness,ungovernable rage
magazine,"a receptacle in which anything is stored , especially military stores , as ammunition , arms , provisions , etc"
magician,an entertainer who produces seemingly magical effects by clever illusions
magnetic,"any metal , as iron , nickel , cobalt , etc"
magnitude,"anything of which greater or less can be predicated , as time , weight , force , and the like"
magnitude,size
maid,a female servant
maiden,a girl or woman who has not experienced sexual intercourse
maiden,a maid
maiden,an unmarried woman
maid,"usually , a young unmarried woman"
maintenance,defense
maintenance,means of sustenance
majority,the military rank of a major
major,the lowest field officer
maker,a manufacturer
maker,the person who makes a promissory note
making,"composition , or structure"
making,construction
making,the material of which something may be made
malice,"an intention to vex , annoy , or injure another person , or to do a wrongful act without just cause or cause or excuse"
management,arrangement
management,cunning practice
management,the act or art of managing
manhood,bravery
manifestation,exhibition
mankind,"men , as distinguished from women"
manner,becoming behavior
manner,deportment
manner,form
manner,mode of action
mantle,an enveloping robe
manual,a handbook
manual,"a keyboard of an organ or harmonium for the fingers , as distinguished from the pedals"
march,a region adjacent to a boundary line
march,stately or deliberate walk
march,the act of marching
march,the distance passed over in marching
margin,the difference between the cost and the selling price of an article
marine,one of a body of troops trained to do duty in the navy
marine,the department of navigation and sea forces
mark,a line point stamp figure or the like drawn or impressed so as to attract the attention and convey some information or intimation
mark,an old weight and coin
market,"a meeting together of people , at a stated time and place , for the purpose of buying and selling ( as cattle , provisions , wares , etc"
marking,"the act of one who , or that which , marks"
marshal,one who goes before a prince to declare his coming and provide entertainment
marsh,a morass
marsh,a swamp
mass,a sum
masterpiece,anything done or made with extraordinary skill
masterpiece,a supreme achievement
master,the employer of a servant
mastery,dominion
mastery,victory
mast,"the fruit of the oak and beech , or other forest trees"
mast,the vertical post of a derrick or crane
mat,"a thick flat fabric of sedge , rushes , flags , husks , straw , hemp , or similar material , placed on the floor and used for wiping and cleaning shoes at the door , for covering the floor of a hall or room to protect its surface , and for other purposes"
match,"a contest to try strength or skill , or to determine superiority"
match,a matrimonial union
mate,a companion
mate,"and among the lower animals , one of a pair associated for propagation and the care of their young"
mate,an equal
mate,a suitable companion
mathematics,"that science , or class of sciences , which treats of the exact relations existing between quantities or magnitudes , and of the methods by which , in accordance with these relations , quantities sought are deducible from other quantities known or supposed"
matron,a head nurse in a hospital
matron,a housekeeper
matter,substance
matter,that of which the sensible universe and all existent bodies are composed
matter,the constituent elements of conception
matter,the material or substantial part of anything
maturity,a becoming due
maturity,"termination of the period a note , etc"
maximum,the greatest value attained by a quantity which first increases and then begins to decrease
mayor,the chief magistrate of a city or borough
meal,"sometimes , any flour , especially if coarse"
meal,the quantity usually taken at one time with the purpose of satisfying hunger
meaning,signification
meaning,that which is meant or intended
mean,measure
mean,mediocrity
mean,middle rate or degree
measure,a standard of dimension
meat,"food , in general"
meditation,the turning or revolving of a subject in the mind
medium,the mean or middle term of a syllogism
meeting,a congregation
meeting,"a junction , crossing , or union"
melody,the air or tune of a musical piece
melting,"the act of causing ( something ) to melt , or the process of becoming melted"
memorial,a monument
memorial,"a species of informal state paper , much used in negotiation"
memorial,something which serves to keep something else in remembrance
memory,remembrance
menace,a threat or threatening
mental,a plate or scale covering the mentum or chin of a fish or reptile
merchant,a trafficker
mercury,a latin god of commerce and gain
mercy,willingness to spare or to help
meridian,a great circle of the sphere passing through the poles of the heavens and the zenith of a given place
meridian,culmination
message,"any notice , word , or communication , written or verbal , sent from one person to another"
messenger,"the bearer of a verbal or written communication , notice , or invitation , from one person to another , or to a public body"
method,mode
middle,"the point or part equally distant from the extremities or exterior limits , as of a line , a surface , or a solid"
midst,figuratively the condition of being surrounded or beset
midst,the middle
mien,air
mien,aspect
mill,a machine for grinding and polishing
miller,a milling machine
million,the mass of common people
mind,belief
mind,intent
miniature,greatly diminished size or form
mining,the act or business of making mines or of working them
minister,a servant
minister,a subordinate
ministry,"the office , duties , or functions of a minister , servant , or agent"
minor,an infant
miracle,"an event or effect contrary to the established constitution and course of things , or a deviation from the known laws of nature"
miracle,a wonder or wonderful thing
mirror,a looking - glass or a speculum
mirth,merriment
mischief,cause of trouble or vexation
mischief,trouble
mischief,"trouble or vexation caused by human agency or by some living being , intentionally or not"
misery,distress
misery,great unhappiness
misfortune,an evil accident
mistress,"a woman having power , authority , or ownership"
mistress,"a woman who exercises authority , is chief , etc"
misunderstanding,error
misunderstanding,mistake of the meaning
mock,an act of ridicule or derision
mode,degree
mode,form
model,"anything which serves , or may serve , as an example for imitation"
model,"something intended to serve , or that may serve , as a pattern of something to be made"
mode,manner of doing or being
modesty,purity of thought and manners
modesty,the quality or state of being modest
moisture,liquid in small quantity
money,"any written or stamped promise , certificate , or order , as a government note , a bank note , a certificate of deposit , etc"
money,coin
monk,"one of a religious community of men inhabiting a monastery , and bound by vows to a life of chastity , obedience , and poverty"
monster,an enormity
monster,"any thing or person of unnatural or excessive ugliness , deformity , wickedness , or cruelty"
month,one of the twelve portions into which the year is divided
mood,mode
mood,style
moonlight,the light of the moon
moon,the celestial orb which revolves round the earth
moor,"an extensive waste covered with patches of heath , and having a poor , light soil , but sometimes marshy , and abounding in peat"
moral,behavior
morality,ethics
morality,"the doctrines or rules of moral duties , or the duties of men in their social character"
moral,the doctrine or practice of the duties of life
morsel,a fragment
morsel,a little bite or bit of food
morsel,a little piece
mortality,"those who are , or that which is , mortal"
moss,a place containing peat
mother,a female parent
motion,course
motion,direction of movement
motive,"the guiding or controlling idea manifested in a work of art , or any part of one"
motive,the theme or subject
motor,"a machine by means of which a source of power , as steam , moving water , electricity , etc"
motor,a source of mechanical power
motor,"one who , or that which , imparts motion"
motto,"a short , suggestive expression of a guiding principle"
mountain,a large quantity
mountain,"a range , chain , or group of such elevations"
mountain,something of great bulk
mount,a mountain
mounting,embellishment
mounting,equipment
mounting,the act of one that mounts
mourning,lamentation
mourning,sorrow
mouth,"the opening or entrance of any cavity , as a cave , pit , well , or den"
mouth,the opening through which an animal receives food
move,a movement
move,an act for the attainment of an object
move,one ' s turn
move,the act of moving
moving,the act of changing one ' s dwelling place or place of business
moving,the act of changing place or posture
multitude,a crowd
multitude,the state of being many
muse,absence of mind
mustache,that part of the beard which grows on the upper lip
muster,any assemblage or display
mute,a person whose part in a play does not require him to speak
mutiny,"insurrection against constituted authority , particularly military or naval authority"
mutton,the flesh of a sheep
mystery,"something wholly unknown , or something kept cautiously concealed , and therefore exciting curiosity or wonder"
mystic,in ecclesiastical history one who professed mysticism
mythology,a treatise on myths
name,fame
narrative,a continuous account of the particulars of an event or transaction
nationality,national character
nation,"a part , or division , of the people of the earth , distinguished from the rest by common descent , language , or institutions"
nation,"one of the divisions of university students in a classification according to nativity , formerly common in europe"
nation,"the body of inhabitants of a country , united under an independent government of their own"
native,"any of the live stock found in a region , as distinguished from such as belong to pure and distinct imported breeds"
nature,the personified sum and order of causes and effects
navigation,the mechanics of traveling by water
necessary,a requisite
necessity,pressing need
necessity,"the quality or state of being necessary , unavoidable , or absolutely requisite"
need,poverty
need,want of the means of subsistence
neglect,slight
negligence,omission of duty
negligence,the quality or state of being negligent
neighborhood,a region the inhabitants of which may be counted as neighbors
neighborhood,the inhabitants who live in the vicinity of each other
neighborhood,the state of being or dwelling near
nest,"the place in which the eggs of other animals , as insects , turtles , etc"
nick,a score for keeping an account
night,concealment
night,darkness
nineteen,the number greater than eighteen by a unit
ninth,the next after the eighth
nobility,commanding excellence
nobility,those who are noble
nobleman,a noble
nod,a dropping or bending forward of the upper part or top of anything
nominal,an appellation
nonsense,things of no importance
nook,a recess
noon,midday
noon,the highest point
north,"that one of the four cardinal points of the compass , at any place , which lies in the direction of the true meridian , and to the left hand of a person facing the east"
northwest,"the northwestern part of the contiguous forty - eight states of the united states , especially the states of washington and oregon"
nose,a snout
note,a visible sign
notice,note
notice,observation by the senses or intellect
nous,intellect
novel,a new or supplemental constitution
novel,"it is usually organized as a time sequence of events , and is commonly intended to exhibit the operation of the passions , and often of love"
novelty,newness
nuisance,that which annoys or gives trouble and vexation
number,a collection of many individuals
nun,"a woman devoted to a religious life , who lives in a convent , under the three vows of poverty , chastity , and obedience"
nurse,"a lieutenant or first officer , who is the real commander when the captain is unfit for his place"
nurse,one who nourishes
nursery,"the place , or apartment , in a house , appropriated to the care of children"
oath,"an appeal ( in verification of a statement made ) to a superior sanction , in such a form as exposes the party making the appeal to an indictment for perjury if the statement be false"
oath,"a solemn affirmation or declaration , made with a reverent appeal to god for the truth of what is affirmed"
obedience,a body of adherents
obedience,compliance with that which is required by authority
objection,an adverse reason or argument
object,"that which is put , or which may be regarded as put , in the way of some of the senses"
obligation,that which constitutes legal or moral duty
obscurity,the quality or state of being obscure
observance,a form
observer,"one who keeps any law , custom , regulation , rite , etc"
observer,"one who observes , or pays attention to , anything"
obstacle,anything that hinders progress
occasion,accidental or incidental cause
occupation,avocation
occupation,the act or process of occupying or taking possession
occupation,the principal work by which one earns one ' s livelihood
occurrence,a coming or happening
occurrence,one which happens without being designed or expected
odor,perfume
offense,anger
offense,the state of being offended or displeased
offensive,aggressive attitude
offering,"that which is offered , especially in divine service"
offering,the act of an offerer
office,"a charge or trust , of a sacred nature , conferred by god himself"
omission,neglect or failure to do something required by propriety or duty
opening,an aperture
opening,an opportunity
opening,"cleft , or hole"
opening,commencement
opera,a play set to music
operation,that which is operated or accomplished
opinion,"belief stronger than impression , less strong than positive knowledge"
opponent,an adversary
opportunity,a suitable combination of conditions
opportunity,a time or place permitting or favorable for the execution of a purpose
opportunity,chance
opportunity,fit or convenient time or situation
opposition,situation so as to front something else
oppression,cruelty
oppression,lassitude
oppression,severity
orator,a petitioner
orator,one distinguished for his skill and power as a public speaker
orator,one who is eloquent
oratory,the exercise of rhetorical skill in oral discourse
orchard,an inclosure containing fruit trees
ordeal,"any severe trial , or test"
ordinance,an edict or decree
ordinary,a deputy of the bishop or a clergyman appointed to perform divine service for condemned criminals and assist in preparing them for death
ordinary,an ecclesiastical judge
ordinary,"an officer who has original jurisdiction in his own right , and not by deputation"
ore,"a native metal or its compound with the rock in which it occurs , after it has been picked over to throw out what is worthless"
organism,an organized being
original,a person of marked eccentricity
original,archetype
original,commencement
originator,one who originates
origin,the spring
ounce,"a feline quadruped resembling the leopard in size , and somewhat in color , but it has longer and thicker fur , which forms a short mane on the back"
outcome,issue
outfit,"a complete ensemble of clothing , selected to form a matching set"
outfit,"a fitting out , or equipment , as of a ship for a voyage , or of a person for an expedition in an unoccupied region or residence in a foreign land"
outfit,things required as equipment for a task
outlook,the place from which one looks out
outlook,the view obtained by one looking out
outrage,injurious violence or wanton wrong done to persons or things
outrage,wanton mischief
oven,"a place arched over with brick or stonework , and used for baking , heating , or drying"
overcoat,a coat worn over the other clothing
owner,a rightful proprietor
owner,one who owns
ownership,exclusive right of possession
pace,gait
pace,manner of stepping or moving
pace,"the length of a step in walking or marching , reckoned from the heel of one foot to the heel of the other"
pace,walk
pack,"a bale , as of goods"
pack,a deck
padre,a chaplain in one of the military services
page,a writing
pain,an ache
pain,penalty
pains,care or trouble taken
painting,a depicting by words
painting,a picture
pair,a brace
palace,"loosely , any unusually magnificent or stately house"
palace,the official residence of a bishop or other distinguished personage
pale,that which incloses or fences in
pallor,want of color
palm,supremacy
pamphlet,"a small book consisting of a few sheets of printed paper , stitched together , often with a paper cover , but not bound"
pamphlet,a writing
pan,a closed vessel for boiling or evaporating
pan,a leaf of gold or silver
panic,"a sudden , overpowering fright"
panic,by extension : a sudden widespread fright or apprehension concerning financial affairs
papa,a parish priest in the greek church
parade,"an assembly and orderly arrangement or display of troops , in full equipments , for inspection or evolutions before some superior officer"
paradise,a region of supreme felicity or delight
paradise,the abode of sanctified souls after death
paragraph,a distinct part of a discourse or writing
paragraph,"iginally , a marginal mark note , set in the margin to call attention to something in the text , f example , a change of subject"
parallel,conformity continued through many particulars or in all essential points
parallel,resemblance
parcel,"an indiscriminate or indefinite number , measure , or quantity"
parcel,a part
parcel,a piece
pardon,an official warrant of remission of penalty
pardon,release from penalty
parent,begetter
parish,"the same district , constituting a civil jurisdiction , with its own officers and regulations , as respects the poor , taxes , etc"
parliament,a formal conference on public affairs
participation,"the act or state of participating , or sharing in common with others"
particle,the smallest portion
particular,one of the details or items of grounds of claim
partition,distribution
partnership,a division or sharing among partners
partnership,a firm
party,a part of a larger body of company
pass,a ford
pass,"an opening , road , or track , available for passing"
pass,a thrust or push
passenger,"a traveler by some established conveyance , as a coach , steamboat , railroad train , etc"
passing,the act of going by or away
passion,"any emotion or sentiment ( specifically , love or anger ) in a state of abnormal or controlling activity"
passion,subjection to an external agent or influence
passion,the state of the mind when it is powerfully acted upon and influenced by something external to itself
passport,a license granted in time of war for the removal of persons and effects from a hostile country
pastor,a keeper
pasture,specifically : grass growing for the food of cattle
patch,"a piece of cloth , or other suitable material , sewed or otherwise fixed upon a garment to repair or strengthen it , especially upon an old garment to cover a hole"
pathway,a beaten track
patron,a defender
patronage,"favor , encouragement , or aid , afforded to a person or a work"
patronage,special countenance or support
pattern,stuff sufficient for a garment
pause,doubt
pause,"in speaking or reading aloud , a brief arrest or suspension of voice , to indicate the limits and relations of sentences and their parts"
pause,temporary inaction or waiting
pavement,"a floor or covering of solid material , laid so as to make a hard and convenient surface for travel"
pavement,a paved road or sidewalk
pavilion,"a single body or mass of building , contained within simple walls and a single roof , whether insulated , as in the park or garden of a larger edifice , or united with other parts , and forming an angle or central feature of a large pile"
pay,compensation
payment,reward
peace,a state of quiet or tranquillity
peace,repose
peak,"often , the whole hill or mountain , especially when isolated"
peculiar,a prerogative
peculiarity,singularity
peculiarity,the quality or state of being peculiar
peep,a chirp
peep,"a look as through a crevice , or from a place of concealment"
peep,a sly look
peer,"a member of one of the five degrees of the british nobility , namely , duke , marquis , earl , viscount , baron"
peer,an equal
peer,a nobleman
penance,an act of atonement
penny,any small sum or coin
people,a community
people,the mass of community as distinguished from a special class
perception,cognition
perception,cognizance by the senses or intellect
perception,"the faculty , or peculiar part , of man ' s constitution by which he has knowledge through the medium or instrumentality of the bodily organs"
perfection,"a quality , endowment , or acquirement completely excellent"
perfection,entire development
perfection,maturity
perfection,the divine attribute of complete excellence
perfection,"the quality or state of being perfect or complete , so that nothing requisite is wanting"
performance,achievement
performance,execution
performance,representation by action
performance,the act of performing
perfume,a substance that emits an agreeable odor
period,"a certain series of years , months , days , or the like"
period,"a portion of time as limited and determined by some recurring phenomenon , as by the completion of a revolution of one of the heavenly bodies"
permission,the act of permitting or allowing
perplexity,entanglement
persecution,the infliction of loss pain or death for adherence to a particular creed or mode of worship
perseverance,"continued pursuit or prosecution of any business , or enterprise begun"
perseverance,the act of persevering
personality,personal remarks
person,"a living , self - conscious being , as distinct from an animal or a thing"
persuasion,"settled opinion or conviction , which has been induced"
persuasion,"the act of influencing the mind by arguments or reasons offered , or by anything that moves the mind or passions , or inclines the will to a determination"
persuasion,the act of persuading
pet,a darling
petition,an entreaty
petition,a request of a solemn or formal kind
phase,that which is exhibited to the eye
phenomenon,"whatever , in matter or spirit , is apparent to , or is apprehended by , observation"
philosophy,a particular philosophical system or theory
phrase,"a brief expression , sometimes a single word , but usually two or more words forming an expression by themselves , or being a portion of a sentence"
physician,figuratively one who ministers to moral diseases
pick,a pointed hammer used for dressing millstones
picnic,"now , an excursion or pleasure party in which the members partake of a collation or repast ( usually in the open air , and from food carried by themselves )"
picture,"a representation , either to the eye or to the mind"
piety,duty
piety,"loving obedience to the will of god , and earnest devotion to his service"
pig,"an oblong mass of cast iron , lead , or other metal"
pile,a heap
pile,a pyre
pile,the nap when thick or heavy as of carpeting and velvet
pilgrim,a stranger
pilgrim,a wanderer
pilgrim,"one who travels far , or in strange lands , to visit some holy place or shrine as a devotee"
pilot,figuratively : a guide
pinch,a nip
pine,a pineapple
pink,the embodiment or perfection of something
pioneer,"a soldier detailed or employed to form roads , dig trenches , and make bridges , as an army advances"
pitch,a limit or bound
pity,commiseration
pity,fellow - feeling
pity,sympathy with the grief or misery of another
place,an open space
place,a stronghold
place,"a village , town , or city"
place,ground
place,"rarely , unbounded space"
plague,a blow
plan,a custom
plan,a graphic representation
plane,a surface plate
planet,"a star , as influencing the fate of a men"
plank,"a broad piece of sawed timber , differing from a board only in being thicker"
plant,"a bush , or young tree"
plant,a stick or staff
planting,a plantation
planting,"the act or operation of setting in the ground for propagation , as seeds , trees , shrubs , etc"
plateau,a broad level elevated area of land
plateau,a tray or salver
platform,a declared policy or system
platform,a standing place
play,"any exercise , or series of actions , intended for amusement or diversion"
player,an idler
play,gaming
plea,a lawsuit
pleasure,choice
pleasure,purpose
pleasure,"the excitement , relish , or happiness produced by the expectation or the enjoyment of something good , delightful , or satisfying"
pledge,something put in pawn
plenty,enough and to spare
plenty,sufficiency
plight,that which is exposed to risk
plot,a conspiracy
plot,an intrigue
plot,a plat
plot,"in fiction , the story of a play , novel , romance , or poem , comprising a complication of incidents which are gradually unfolded , sometimes by unexpected means"
pluck,indomitable resolution
pluck,spirit
plunder,robbery
poetry,"imaginative language or composition , whether expressed rhythmically or in prose"
poetry,poems collectively
point,"the sharp end of anything , especially the sharp end of a piercing instrument , as a needle or a pin"
pole,a native or inhabitant of poland
pole,a point upon the surface of a sphere equally distant from every part of the circumference of a great circle
pole,a rod
police,"a judicial and executive system , for the government of a city , town , or district , for the preservation of rights , order , cleanliness , health , etc"
policeman,a constable
police,that which concerns the order of the community
policy,cunning
policy,"management or administration based on temporal or material interest , rather than on principles of equity or honor"
policy,the writing or instrument in which a contract of insurance is embodied
polish,a gloss or luster
politeness,urbanity
politician,an intriguer
politics,"in a bad sense , artful or dishonest management to secure the success of political candidates or parties"
politics,"that part of ethics which has to do with the regulation and government of a nation or state , the preservation of its safety , peace , and prosperity , the defense of its existence and rights against foreign control or conquest , the augmentation of its strength and resources , and the protection of its citizens in their rights , with the preservation and improvement of their morals"
politics,the conduct and contests of parties with reference to political measures or the administration of public affairs
pomp,a pageant
pomp,display
pomp,parade
pomp,power
pond,"a body of water , naturally or artificially confined , and usually of less extent than a lake"
pool,"a game at billiards , in which each of the players stakes a certain sum , the winner taking the whole"
poor,a small european codfish
pope,"a parish priest , or a chaplain , of the greek church"
pope,"the bishop of rome , the head of the roman catholic church"
populace,the vulgar
popularity,"the quality or state of being adapted or pleasing to common , poor , or vulgar people"
popularity,the state of being esteemed by or of being in favor with the people at large
port,bearing
porter,for hire
porter,"one who carries or conveys burdens , luggage , etc"
portion,a part assigned
portion,a separated part of anything
portion,fate
port,the shutters which close such an opening
pose,an artificial position
position,place
position,the manner in which anything is placed
positive,that which settles by absolute appointment
possessor,a proprietor
possibility,a contingency
post,a pillar
posterity,succeeding generations
posterity,the aggregate number of persons who are descended from an ancestor of a generation
posterity,the race that proceeds from a progenitor
posture,the position of the body
posture,"the situation or disposition of the several parts of the body with respect to each other , or for a particular purpose"
pound,a certain specified weight
powder,"an explosive mixture used in gunnery , blasting , etc"
power,might
power,"same as poor , the fish"
power,"strength , force , or energy in action"
practice,actual performance
practice,custom
prairie,a so called natural meadow
prayer,the form of words used in praying
preaching,a public religious discourse
preaching,a sermon
preaching,"serious , earnest advice"
preaching,the act of delivering a religious discourse
precaution,previous caution or care
precipice,a headlong steep
precipice,an abrupt declivity
precipice,"a very steep , perpendicular , or overhanging place"
precipitate,"an insoluble substance separated from a solution in a concrete state by the action of some reagent added to the solution , or of some force , such as heat or cold"
precipitate,same as precipitation { 5
precision,the quality or state of being precise
predecessor,one who precedes
preference,choice
preference,precedence
prejudice,an opinion or leaning adverse to anything without just grounds or before sufficient knowledge
prejudice,hurt
prejudice,prejudgment
preparation,a making ready
preparation,preparedness
preparation,the state of being prepared or made ready
presence,"specifically , neighborhood to the person of one of superior of exalted rank"
present,anything presented or given
presentation,an offering
presentation,representation
present,the time being
present,"time in progress now , or at the moment contemplated"
preservation,security
preserve,"a place in which game , fish , etc"
preserve,"fruit , etc"
press,printed publications taken collectively more especially newspapers or the persons employed in writing for them
pressure,grievance
prestige,force or charm derived from acknowledged character or reputation
pretext,ostensible reason or motive assigned or assumed as a color or cover for the real reason or motive
pretext,pretense
prey,anything taken by force from an enemy in war
prey,ravage
prey,spoil
pride,"an unreasonable conceit of one ' s own superiority in talents , beauty , wealth , rank , etc"
pride,a small european lamprey
pride,elevation of character
pride,haughty bearing and conduct
pride,noble self - esteem
priesthood,the order of priests
priest,one who belongs to the intermediate order between bishop and deacon
prime,the spring
prince,"a title belonging to persons of high rank , differing in different countries"
prince,one holding the highest place and authority
princess,the daughter of a sovereign
principal,one who takes the lead
principle,"a comprehensive law or doctrine , from which others are derived , or on which others are founded"
principle,a maxim
principle,an axiom
prison,a place or state o � confinement restraint or safe custody
privacy,a place of seclusion from company or observation
privacy,the state of being in retirement from the company or observation of others
privilege,a prerogative
prize,"a thing seized by force , stratagem , or superior power"
prize,property captured at sea in virtue of the rights of war as a vessel
prize,something captured
probability,anything that has the appearance of reality or truth
probability,the quality or state of being probable
procedure,conduct
proceeding,"the act of one who proceeds , or who prosecutes a design or transaction"
process,continued forward movement
procession,a retinue
procession,"the act of proceeding , moving on , advancing , or issuing"
produce,proceeds
produce,"result of labor , especially of agricultural labors"
production,the act of lengthening out or prolonging
product,the number resulting from the multiplication of two or more numbers
profession,an avowal
profession,that which one professed
profit,"excess of value received for producing , keeping , or selling , over cost"
profit,gain
profound,the ocean
profound,the sea
profusion,the act of one who is profuse
progress,in business of any kind
prohibition,a declaration or injunction forbidding some action
prohibition,interdict
prohibition,the act of prohibiting
project,a design
project,something intended or devised
project,that which is projected or designed
promotion,"the act of promoting , advancing , or encouraging"
prompt,"a limit of time given for payment of an account for produce purchased , this limit varying with different goods"
proof,a trial
proof,conclusive evidence
proof,impenetrability of physical bodies
property,an acquired or artificial quality
property,a peculiar quality of a thing
prophecy,a foretelling
prophecy,an inspired foretelling
prophecy,a prediction
prophecy,preaching
proposition,a statement of religious doctrine
proposition,the act of offering
prosecution,"the institution and carrying on of a suit in a court of law or equity , to obtain some right , or to redress and punish some wrong"
prosecution,"the institution , or commencement , and continuance of a criminal suit"
prospect,a picturesque or widely extended view
prospect,scene
prosperity,advance or gain in anything good or desirable
protection,a passport
protector,"a cardinal , from one of the more considerable roman catholic nations , who looks after the interests of his people at rome"
protector,a defender
protector,a regent
protector,one having the care of the kingdom during the king ' s minority
providence,a manifestation of the care and superintendence which god exercises over his creatures
providence,the act of providing or preparing for future use or application
province,a conquered country beyond the limits of italy
provincial,a person belonging to a province
provision,a stock of food
provision,preparation
provision,"the act of providing , or making previous preparation"
proximity,"the quality or state of being next in time , place , causation , influence , etc"
prudence,discretion
prudence,frugality
psychology,the science of the human soul
pudding,an intestine
pull,the act of pulling or drawing with force
pulse,beat
pulse,impulse
pulse,oscillation
pulse,"the beating or throbbing of the heart or blood vessels , especially of the arteries"
pulse,vibration
punch,anything short and thick
punishment,the act of punishing
purchase,acquisition
purchase,"that which is obtained , got , or acquired , in any manner , honestly or dishonestly"
purchase,the act of seeking and acquiring property
puritan,one who is scrupulous and strict in his religious life
purity,freedom from foulness or dirt
purple,"loosely and colloquially , any exalted station"
purpose,aim
purpose,design
purpose,intention
pursuit,prosecution
pursuit,the act of following or going after
push,a company or clique of associates
push,a crowd
push,an assault or attack
puzzle,perplexity
puzzle,something exhibiting marvelous skill in making
quality,"assumed or asserted rank , part , or position"
quality,occupation
quality,"peculiar power , capacity , or virtue"
quarrel,a difference
quarrel,an altercation
quarrel,"an antagonism in opinion , feeling , or conduct"
quarrel,occasion of altercation
quart,"in cards , four successive cards of the same suit"
quart,two pints
question,doubt
question,interrogation
quest,"the act of seeking , or looking after anything"
quickness,celerity
quick,the part of a finger or toe to which the nail is attached
quiver,a case or sheath for arrows to be carried on the person
rabble,a medley of voices
rabble,a mob
race,"a contest of speed in any way , as in running , riding , driving , skating , rowing , sailing"
race,a course
race,a lineage
race,a variety of such fixed character that it may be propagated by seed
race,company
race,swift progress
rack,the neck and spine of a fore quarter of veal or mutton
radiance,brilliancy
radiance,vivid brightness
radical,a letter that belongs to the radix
raft,a float
rage,fury
rage,the subject of eager desire
raid,a foray
raid,an inroad or incursion of mounted men
rail,a neckerchief for women
railing,rails in general
railroad,"the road , track , etc"
raiment,vesture
rain,the descent of water from the clouds in drops
rain,water falling in drops from the clouds
rally,good - humored raillery
random,a roving motion
random,at hazard
random,chance
random,course without definite direction
random,hazard
range,a class
rank,an order
rapidity,swiftness
rate,degree
rate,that which is established as a measure or criterion
ratio,"as , a : b ="
ratio,fixed relation of number quantity or degree
ratio,rate
rattle,an instrument with which a rattling sound is made
rattle,"a rapid succession of sharp , clattering sounds"
ravine,a gorge
raw,a sensitive spot
reach,extent
reach,influence
reach,result
reaction,reverse action
reading,public recital
real,a denomination of money of account formerly the unit of the spanish monetary system
reality,"actual being or existence of anything , in distinction from mere appearance"
reality,that which is real
realm,a kingdom
realm,division
reason,a motive for an action or a determination
reason,a thought or a consideration offered in support of a determination or an opinion
reason,efficient cause
reason,right
reason,right conduct
reason,the efficient cause of an occurrence or a phenomenon
rebellion,"open and avowed renunciation of the authority of the government to which one owes obedience , and resistance to its officers and laws , either by levying war , or by aiding others to do so"
rebellion,revolt
rebuke,a direct and pointed reproof
recall,a calling back
recall,"a call on the trumpet , bugle , or drum , by which soldiers are recalled from duty , labor , etc"
receipt,a formulary according to the directions of which things are to be taken or combined
receipt,a recipe
receipt,the act of receiving
reception,entertainment
reception,"the act or manner of receiving , especially of receiving visitors"
recess,a moving back
recess,privacy
recital,"a telling in detail and due order of the particulars of anything , as of a law , an adventure , or a series of events"
recital,that which is recited
recognition,"the act of recognizing , or the state of being recognized"
recollection,reminiscence
reconciliation,restoration to harmony
record,a register
recreation,pastime
redress,reparation
